Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
GEN222,VANNILA ESSENCE PER TN ,26,pkt,179.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN223,VEEBOL PER KG ,26,pkt,201.60 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN224,VIM PER TIN ,26,pkt,399.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN225,VINEGAR PER BTL ,26,pkt,77.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN226,WATER (300ML) PER PC ,26,pkt,480.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN227,WATER (500ML) PER BTL ,26,pkt,480.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN228,WEETABIX PER BOX ,26,pkt,527.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN229,WHITE WINE NON-ALCOHOLIC PER BTL ,26,pkt,610.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN230,WHITEPEPPER PER TIN ,26,pkt,131.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN231,WHOLE FISH PER PC ,26,pkt,250.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN232,WIMBI PKT ,26,pkt,190.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN233,YEAST ,26,pkt,241.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN234,ZESTA PER TIN ,26,pkt,327.00 ,0 ,2,No Tax,exclusive,,,,,,,,
